ID,Reported Year,Total Dead and Missing,Lat,Long
475,2018,1,10.426632,45.022576
476,2018,1,16.967643,7.985137
477,2018,1,26.21143636,-98.42262821
478,2018,1,35.87661903,-3.037087391
479,2018,1,16.66501412,-96.29729031
480,2018,1,28.6280361,-100.1589541
481,2018,4,33.00647747,-111.3743769
482,2018,1,32.86964171,-116.3492754
483,2018,3,19.635357,27.103538
484,2018,2,7.683333,-5.016667
485,2018,2,13.45,-6.266667
486,2018,1,36.4139719,-3.480957443
487,2018,1,14.45,-11.433333
488,2018,1,14.692778,-17.446667
489,2018,1,6.366667,2.433333
490,2018,1,9.516667,-13.7
491,2018,1,14.533333,-4.1
492,2018,3,37.0065157,27.43114081
493,2018,3,29.73219524,24.81072338
494,2018,1,36.72713514,-3.747944917
495,2018,1,17.275026,8.339431
496,2018,1,36.07245054,-3.002072231
497,2018,1,32.68249709,-115.3172392
498,2018,1,-12.71499745,45.05088755
499,2018,1,-15.137787,39.230025
500,2018,1,-13.66283,33.870444
501,2018,2,6.816667,-5.283333
502,2018,1,13.511667,2.08392
503,2018,1,11.176623,0.954152
504,2018,2,17.288454,8.188231
505,2018,1,27.49656692,-99.49156356
506,2018,1,36.72208435,-3.357001443
507,2018,1,16.43710335,-94.57437901
508,2018,1,5.316667,-4.033333
509,2018,2,11.583333,-11.9
510,2018,1,32.0877596,-112.9058802
511,2018,1,-6.816579,39.081499
512,2018,1,16.266667,-0.05
513,2018,2,16.967643,7.985137
514,2018,1,35.91522636,-5.269480794
515,2018,3,35.26558102,-2.91468164
516,2018,1,38.37585267,34.02760767
517,2018,1,31.8146671,-111.8577008
518,2018,2,35.96615887,36.29601351
519,2018,3,14.499142,-11.459961
520,2018,4,10.597203,-7.463892
521,2018,1,32.67416106,-115.7393001
522,2018,1,50.96681141,3.850359245
523,2018,1,22.438023,93.478284
524,2018,1,14.495833,-4.198611
525,2018,1,36.77937994,-2.593665135
526,2018,1,32.65754929,-116.0231094
527,2018,1,31.8294136,-111.8371168
528,2018,1,32.3864725,-112.8728262
529,2018,1,6.666557,100.304106
530,2018,2,19.635357,27.103538
531,2018,6,35.18967882,-3.381137862
532,2018,1,31.5000872,-111.4747162
533,2018,1,9.583333,-5.2
534,2018,2,11.316667,-5.666667
535,2018,1,51.14291211,2.866106904
536,2018,2,17.99655492,-95.41485496
537,2018,1,25.73115545,-100.5395076
538,2018,1,2.028723,93.521504
539,2018,2,21.943709,27.672666
540,2018,2,21.14317,23.823002
541,2018,6,18.617049,15.75216
542,2018,1,35.9405625,36.1891875
543,2018,1,25.7954349,-99.176062
544,2018,15,11.668239,42.69183
545,2018,1,18.07428,34.434549
546,2018,5,35.61357487,-3.107125233
547,2018,6,35.61380572,-3.880978481
548,2018,1,32.0577019,-112.1430215
549,2018,5,35.87661903,-3.354317616
550,2018,1,27.62286878,-99.35648989
551,2018,61,35.75212334,-4.375363247
552,2018,1,26.88328098,-97.85512762
553,2018,3,6.816667,-5.283333
554,2018,1,16.70434912,98.54256422
555,2018,130,32.7249214,14.34892307
556,2018,1,30.56753899,-103.9873224
557,2018,1,26.0655875,-98.1665895
558,2018,1,28.69848011,-100.5102425
559,2018,33,13.92881241,48.99384533
560,2018,1,28.00440754,-99.56709719
561,2018,1,32.0577019,-112.1430215
562,2018,52,35.1734432,-2.208013621
563,2018,1,11.719698,41.838791
564,2018,1,21.14317,23.823002
565,2018,1,27.20904229,-98.67285844
566,2018,2,31.66104153,-106.2563086
567,2018,1,29.22662159,-100.3632389
568,2018,1,19.635357,27.103538
569,2018,2,9.322813,42.787821
570,2018,1,27.23036379,-98.19337731
571,2018,1,32.0577019,-112.1430215
572,2018,1,11.102066,42.377063
573,2018,1,18.01366319,-94.67049538
574,2018,1,27.7771392,-98.71254998
575,2018,2,36.1435625,36.3859375
576,2018,1,22.396611,26.693147
577,2018,2,25.47693106,-102.172679
578,2018,1,32.52525101,-116.2139882
579,2018,2,25.562181,14.257533
580,2018,1,27.004996,14.411008
581,2018,2,35.94863691,-3.036400746
582,2018,1,26.2024468,-98.4471322
583,2018,1,26.26328036,-98.64990635
584,2018,2,24.312078,13.574271
585,2018,1,27.4290796,-99.49308582
586,2018,1,23.364317,16.907131
587,2018,4,31.986596,20.297225
588,2018,2,11.275784,49.121736
589,2018,2,19.635357,27.103538
590,2018,1,16.033333,-16.5
591,2018,2,34.880926,14.21062108
592,2018,2,6.398027,100.863822
593,2018,3,24.096596,93.807455
594,2018,1,6.689387,100.363307
