Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,2000 [2000]
Croatia,HRV,Total,TOT,Netherlands,NLD,154
Croatia,HRV,Total,TOT,New Caledonia,NCL,20
Croatia,HRV,Total,TOT,New Zealand,NZL,2274
Croatia,HRV,Total,TOT,Nicaragua,NIC,5
Croatia,HRV,Total,TOT,Niger,NER,6
Croatia,HRV,Total,TOT,Nigeria,NGA,49
Croatia,HRV,Total,TOT,Norfolk Island,NFK,1
Croatia,HRV,Total,TOT,Northern Mariana Islands,MNP,6
Croatia,HRV,Total,TOT,Norway,NOR,1455
Croatia,HRV,Total,TOT,Pakistan,PAK,9
Croatia,HRV,Total,TOT,Palau,PLW,4
Croatia,HRV,Total,TOT,Panama,PAN,48
Croatia,HRV,Total,TOT,Paraguay,PRY,9
Croatia,HRV,Total,TOT,Peru,PER,162
Croatia,HRV,Total,TOT,Poland,POL,1045
Croatia,HRV,Total,TOT,Portugal,PRT,29
Croatia,HRV,Total,TOT,Qatar,QAT,12
Croatia,HRV,Total,TOT,Reunion,REU,25
Croatia,HRV,Total,TOT,Romania,ROU,1592
Croatia,HRV,Total,TOT,Russian Federation,RUS,28
Croatia,HRV,Total,TOT,Samoa,WSM,3
Croatia,HRV,Total,TOT,San Marino,SMR,86
Croatia,HRV,Total,TOT,Saudi Arabia,SAU,4
Croatia,HRV,Total,TOT,Senegal,SEN,6
Croatia,HRV,Total,TOT,Serbia and Montenegro,SCG,88
Croatia,HRV,Total,TOT,Singapore,SGP,9
Croatia,HRV,Total,TOT,Slovak Republic,SVK,271
Croatia,HRV,Total,TOT,Slovenia,SVN,48609
Croatia,HRV,Total,TOT,South Africa,ZAF,1684
Croatia,HRV,Total,TOT,Spain,ESP,835
Croatia,HRV,Total,TOT,Sudan,SDN,8
Croatia,HRV,Total,TOT,Swaziland,SWZ,3
Croatia,HRV,Total,TOT,Sweden,SWE,5171
Croatia,HRV,Total,TOT,Switzerland,CHE,45025
Croatia,HRV,Total,TOT,Syrian Arab Republic,SYR,2
Croatia,HRV,Total,TOT,Tanzania,TZA,8
Croatia,HRV,Total,TOT,Thailand,THA,7
Croatia,HRV,Total,TOT,Togo,TGO,31
Croatia,HRV,Total,TOT,Tonga,TON,8
Croatia,HRV,Total,TOT,Tunisia,TUN,6
Croatia,HRV,Total,TOT,Turkey,TUR,224
Croatia,HRV,Total,TOT,Uganda,UGA,7
Croatia,HRV,Total,TOT,Ukraine,UKR,14
Croatia,HRV,Total,TOT,United Arab Emirates,ARE,6
Croatia,HRV,Total,TOT,United Kingdom,GBR,27
Croatia,HRV,Total,TOT,United States,USA,58970
Croatia,HRV,Total,TOT,Uruguay,URY,43
Croatia,HRV,Total,TOT,Vanuatu,VUT,2
Croatia,HRV,Total,TOT,"Venezuela, RB",VEN,351
Croatia,HRV,Total,TOT,Wallis and Futuna,WLF,2
Croatia,HRV,Total,TOT,West Bank and Gaza,PSE,5
Croatia,HRV,Total,TOT,"Yemen, Rep.",YEM,2
Croatia,HRV,Total,TOT,Zambia,ZMB,10
Croatia,HRV,Total,TOT,Zimbabwe,ZWE,87
Cuba,CUB,Total,TOT,Andorra,AND,8
Cuba,CUB,Total,TOT,Anguilla,AIA,107
Cuba,CUB,Total,TOT,Antigua and Barbuda,ATG,12
Cuba,CUB,Total,TOT,Argentina,ARG,2495
Cuba,CUB,Total,TOT,Aruba,ABW,88
Cuba,CUB,Total,TOT,Australia,AUS,405
Cuba,CUB,Total,TOT,Austria,AUT,365
Cuba,CUB,Total,TOT,"Bahamas, The",BHS,60
Cuba,CUB,Total,TOT,Bahrain,BHR,5
Cuba,CUB,Total,TOT,Barbados,BRB,80
Cuba,CUB,Total,TOT,Belgium,BEL,320
Cuba,CUB,Total,TOT,Belize,BLZ,137
Cuba,CUB,Total,TOT,Benin,BEN,7
Cuba,CUB,Total,TOT,Bermuda,BMU,8
Cuba,CUB,Total,TOT,Bolivia,BOL,475
Cuba,CUB,Total,TOT,Bosnia and Herzegovina,BIH,14
Cuba,CUB,Total,TOT,Botswana,BWA,78
Cuba,CUB,Total,TOT,Brazil,BRA,1342
Cuba,CUB,Total,TOT,Bulgaria,BGR,313
Cuba,CUB,Total,TOT,Burkina Faso,BFA,1
Cuba,CUB,Total,TOT,Cambodia,KHM,6
Cuba,CUB,Total,TOT,Cameroon,CMR,5
Cuba,CUB,Total,TOT,Canada,CAN,5257
Cuba,CUB,Total,TOT,Cayman Islands,CYM,197
Cuba,CUB,Total,TOT,Central African Republic,CAF,3
Cuba,CUB,Total,TOT,Chile,CHL,2981
Cuba,CUB,Total,TOT,China,CHN,5
Cuba,CUB,Total,TOT,Colombia,COL,1462
Cuba,CUB,Total,TOT,"Congo, Dem. Rep.",COD,158
Cuba,CUB,Total,TOT,"Congo, Rep.",COG,27
Cuba,CUB,Total,TOT,Costa Rica,CRI,4324
Cuba,CUB,Total,TOT,Cote d'Ivoire,CIV,3
Cuba,CUB,Total,TOT,Croatia,HRV,22
Cuba,CUB,Total,TOT,Cyprus,CYP,18
Cuba,CUB,Total,TOT,Czech Republic,CZE,504
Cuba,CUB,Total,TOT,Denmark,DNK,207
Cuba,CUB,Total,TOT,Dominica,DMA,23
Cuba,CUB,Total,TOT,Dominican Republic,DOM,8321
Cuba,CUB,Total,TOT,Ecuador,ECU,1023
Cuba,CUB,Total,TOT,"Egypt, Arab Rep.",EGY,10
Cuba,CUB,Total,TOT,El Salvador,SLV,97
Cuba,CUB,Total,TOT,Ethiopia,ETH,9
Cuba,CUB,Total,TOT,Faeroe Islands,FRO,2
Cuba,CUB,Total,TOT,Falkland Islands (Malvinas),FLK,1
Cuba,CUB,Total,TOT,Fiji,FJI,1
Cuba,CUB,Total,TOT,Finland,FIN,156
Cuba,CUB,Total,TOT,France,FRA,11952
Cuba,CUB,Total,TOT,French Guiana,GUF,28
Cuba,CUB,Total,TOT,French Polynesia,PYF,1
Cuba,CUB,Total,TOT,Gabon,GAB,21
Cuba,CUB,Total,TOT,"Gambia, The",GMB,6
Cuba,CUB,Total,TOT,Germany,DEU,3725
Cuba,CUB,Total,TOT,Ghana,GHA,5
Cuba,CUB,Total,TOT,Greece,GRC,117
Cuba,CUB,Total,TOT,Greenland,GRL,7
Cuba,CUB,Total,TOT,Grenada,GRD,86
Cuba,CUB,Total,TOT,Guadeloupe,GLP,118
Cuba,CUB,Total,TOT,Guatemala,GTM,413
Cuba,CUB,Total,TOT,Guinea,GIN,37
Cuba,CUB,Total,TOT,Guinea-Bissau,GNB,6
Cuba,CUB,Total,TOT,Guyana,GUY,4
Cuba,CUB,Total,TOT,Haiti,HTI,5379
Cuba,CUB,Total,TOT,Honduras,HND,445
Cuba,CUB,Total,TOT,"Hong Kong SAR, China",HKG,7
Cuba,CUB,Total,TOT,Hungary,HUN,320
Cuba,CUB,Total,TOT,Iceland,ISL,14
Cuba,CUB,Total,TOT,India,IND,34
Cuba,CUB,Total,TOT,Indonesia,IDN,5
Cuba,CUB,Total,TOT,Ireland,IRL,132
Cuba,CUB,Total,TOT,Israel,ISR,55
Cuba,CUB,Total,TOT,Italy,ITA,11697
Cuba,CUB,Total,TOT,Jamaica,JAM,450
Cuba,CUB,Total,TOT,Japan,JPN,62
Cuba,CUB,Total,TOT,Jordan,JOR,10
Cuba,CUB,Total,TOT,Kuwait,KWT,6
Cuba,CUB,Total,TOT,Kyrgyz Republic,KGZ,35
Cuba,CUB,Total,TOT,Latvia,LVA,66
Cuba,CUB,Total,TOT,Lebanon,LBN,3
Cuba,CUB,Total,TOT,Lesotho,LSO,6
Cuba,CUB,Total,TOT,Liberia,LBR,75
Cuba,CUB,Total,TOT,Libya,LBY,19
Cuba,CUB,Total,TOT,Liechtenstein,LIE,5
Cuba,CUB,Total,TOT,Lithuania,LTU,20
Cuba,CUB,Total,TOT,Luxembourg,LUX,29
Cuba,CUB,Total,TOT,"Macedonia, FYR",MKD,106
Cuba,CUB,Total,TOT,Madagascar,MDG,5
Cuba,CUB,Total,TOT,Malta,MLT,5
Cuba,CUB,Total,TOT,Martinique,MTQ,85
Cuba,CUB,Total,TOT,Mauritania,MRT,4
Cuba,CUB,Total,TOT,Mauritius,MUS,5
Cuba,CUB,Total,TOT,Mexico,MEX,6847
Cuba,CUB,Total,TOT,Monaco,MCO,34
Cuba,CUB,Total,TOT,Mozambique,MOZ,193
Cuba,CUB,Total,TOT,Myanmar,MMR,2
Cuba,CUB,Total,TOT,Namibia,NAM,30
Cuba,CUB,Total,TOT,Netherlands,NLD,746
Cuba,CUB,Total,TOT,Netherlands Antilles,ANT,2049
Cuba,CUB,Total,TOT,New Zealand,NZL,24
Cuba,CUB,Total,TOT,Nicaragua,NIC,823
Cuba,CUB,Total,TOT,Niger,NER,6
Cuba,CUB,Total,TOT,Nigeria,NGA,404
Cuba,CUB,Total,TOT,Norway,NOR,213
Cuba,CUB,Total,TOT,Oman,OMN,4
Cuba,CUB,Total,TOT,Pakistan,PAK,1
Cuba,CUB,Total,TOT,Panama,PAN,1707
Cuba,CUB,Total,TOT,Paraguay,PRY,250
Cuba,CUB,Total,TOT,Peru,PER,353
Cuba,CUB,Total,TOT,Philippines,PHL,127
Cuba,CUB,Total,TOT,Poland,POL,197
Cuba,CUB,Total,TOT,Portugal,PRT,566
Cuba,CUB,Total,TOT,Puerto Rico,PRI,3967
Cuba,CUB,Total,TOT,Qatar,QAT,4
Cuba,CUB,Total,TOT,Reunion,REU,3
Cuba,CUB,Total,TOT,Russian Federation,RUS,4
Cuba,CUB,Total,TOT,Rwanda,RWA,39
Cuba,CUB,Total,TOT,Sao Tome and Principe,STP,14
Cuba,CUB,Total,TOT,Saudi Arabia,SAU,2
Cuba,CUB,Total,TOT,Serbia and Montenegro,SCG,63
Cuba,CUB,Total,TOT,Seychelles,SYC,89
Cuba,CUB,Total,TOT,Singapore,SGP,7
Cuba,CUB,Total,TOT,Slovak Republic,SVK,65
Cuba,CUB,Total,TOT,Slovenia,SVN,17
Cuba,CUB,Total,TOT,South Africa,ZAF,648
Cuba,CUB,Total,TOT,Spain,ESP,40965
Cuba,CUB,Total,TOT,St. Kitts and Nevis,KNA,18
Cuba,CUB,Total,TOT,St. Lucia,LCA,50
Cuba,CUB,Total,TOT,St. Vincent and the Grenadines,VCT,76
Cuba,CUB,Total,TOT,Sudan,SDN,9
Cuba,CUB,Total,TOT,Suriname,SUR,1
Cuba,CUB,Total,TOT,Swaziland,SWZ,1
Cuba,CUB,Total,TOT,Sweden,SWE,1472
Cuba,CUB,Total,TOT,Switzerland,CHE,1088
Cuba,CUB,Total,TOT,Tanzania,TZA,10
Cuba,CUB,Total,TOT,Thailand,THA,180
Cuba,CUB,Total,TOT,Togo,TGO,52
Cuba,CUB,Total,TOT,Trinidad and Tobago,TTO,290
Cuba,CUB,Total,TOT,Tunisia,TUN,1
Cuba,CUB,Total,TOT,Turkey,TUR,43
Cuba,CUB,Total,TOT,Turks and Caicos Islands,TCA,32
Cuba,CUB,Total,TOT,Ukraine,UKR,2
Cuba,CUB,Total,TOT,United Arab Emirates,ARE,13
Cuba,CUB,Total,TOT,United Kingdom,GBR,18288
Cuba,CUB,Total,TOT,United States,USA,894560
Cuba,CUB,Total,TOT,Uruguay,URY,337
Cuba,CUB,Total,TOT,"Venezuela, RB",VEN,9932
Cuba,CUB,Total,TOT,Vietnam,VNM,4
Cuba,CUB,Total,TOT,Virgin Islands (U.S.),VIR,650
Cuba,CUB,Total,TOT,"Virgin Islands, British",VGB,16
Cuba,CUB,Total,TOT,"Yemen, Rep.",YEM,2
Cuba,CUB,Total,TOT,Zambia,ZMB,4
Cuba,CUB,Total,TOT,Zimbabwe,ZWE,1
Cyprus,CYP,Total,TOT,Algeria,DZA,6
Cyprus,CYP,Total,TOT,American Samoa,ASM,2
Cyprus,CYP,Total,TOT,Andorra,AND,8
Cyprus,CYP,Total,TOT,Angola,AGO,33
Cyprus,CYP,Total,TOT,Australia,AUS,19299
Cyprus,CYP,Total,TOT,Austria,AUT,100
Cyprus,CYP,Total,TOT,"Bahamas, The",BHS,3
Cyprus,CYP,Total,TOT,Bahrain,BHR,7
Cyprus,CYP,Total,TOT,Bangladesh,BGD,2
Cyprus,CYP,Total,TOT,Belgium,BEL,79
Cyprus,CYP,Total,TOT,Bermuda,BMU,2
Cyprus,CYP,Total,TOT,Bolivia,BOL,2
Cyprus,CYP,Total,TOT,Bosnia and Herzegovina,BIH,50
Cyprus,CYP,Total,TOT,Botswana,BWA,30
Cyprus,CYP,Total,TOT,Brunei Darussalam,BRN,3
Cyprus,CYP,Total,TOT,Bulgaria,BGR,386
Cyprus,CYP,Total,TOT,Burkina Faso,BFA,2
Cyprus,CYP,Total,TOT,Cambodia,KHM,320
Cyprus,CYP,Total,TOT,Cameroon,CMR,6
Cyprus,CYP,Total,TOT,Canada,CAN,4275
Cyprus,CYP,Total,TOT,Chile,CHL,12
Cyprus,CYP,Total,TOT,China,CHN,1
Cyprus,CYP,Total,TOT,Colombia,COL,4
Cyprus,CYP,Total,TOT,"Congo, Dem. Rep.",COD,4
Cyprus,CYP,Total,TOT,Cook Islands,COK,3
Cyprus,CYP,Total,TOT,Costa Rica,CRI,2
Cyprus,CYP,Total,TOT,Cote d'Ivoire,CIV,1
Cyprus,CYP,Total,TOT,Czech Republic,CZE,54
Cyprus,CYP,Total,TOT,Denmark,DNK,143
Cyprus,CYP,Total,TOT,Dominican Republic,DOM,7
Cyprus,CYP,Total,TOT,Ecuador,ECU,2
Cyprus,CYP,Total,TOT,"Egypt, Arab Rep.",EGY,104
Cyprus,CYP,Total,TOT,Fiji,FJI,2
Cyprus,CYP,Total,TOT,Finland,FIN,81
Cyprus,CYP,Total,TOT,France,FRA,29024
Cyprus,CYP,Total,TOT,French Polynesia,PYF,7
Cyprus,CYP,Total,TOT,Germany,DEU,11750
Cyprus,CYP,Total,TOT,Ghana,GHA,24
Cyprus,CYP,Total,TOT,Gibraltar,GIB,2
Cyprus,CYP,Total,TOT,Greece,GRC,16742
Cyprus,CYP,Total,TOT,Guam,GUM,12
Cyprus,CYP,Total,TOT,"Hong Kong SAR, China",HKG,15
Cyprus,CYP,Total,TOT,Hungary,HUN,60
Cyprus,CYP,Total,TOT,Iceland,ISL,3
Cyprus,CYP,Total,TOT,India,IND,60
Cyprus,CYP,Total,TOT,"Iran, Islamic Rep.",IRN,11
Cyprus,CYP,Total,TOT,Ireland,IRL,198
Cyprus,CYP,Total,TOT,Israel,ISR,1206
Cyprus,CYP,Total,TOT,Italy,ITA,196
Cyprus,CYP,Total,TOT,Japan,JPN,2
Cyprus,CYP,Total,TOT,Jordan,JOR,130
Cyprus,CYP,Total,TOT,Kenya,KEN,1
Cyprus,CYP,Total,TOT,Kiribati,KIR,4
Cyprus,CYP,Total,TOT,Kuwait,KWT,53
Cyprus,CYP,Total,TOT,Kyrgyz Republic,KGZ,3
Cyprus,CYP,Total,TOT,Latvia,LVA,2
Cyprus,CYP,Total,TOT,Lebanon,LBN,325
Cyprus,CYP,Total,TOT,Libya,LBY,3
Cyprus,CYP,Total,TOT,Lithuania,LTU,3
Cyprus,CYP,Total,TOT,Luxembourg,LUX,12
Cyprus,CYP,Total,TOT,"Macedonia, FYR",MKD,270
Cyprus,CYP,Total,TOT,Malawi,MWI,15
Cyprus,CYP,Total,TOT,Malaysia,MYS,1264
Cyprus,CYP,Total,TOT,Marshall Islands,MHL,6
Cyprus,CYP,Total,TOT,Mauritius,MUS,9
Cyprus,CYP,Total,TOT,Mexico,MEX,14
Cyprus,CYP,Total,TOT,Monaco,MCO,84
Cyprus,CYP,Total,TOT,Mozambique,MOZ,52
Cyprus,CYP,Total,TOT,Namibia,NAM,59
Cyprus,CYP,Total,TOT,Naura,NRU,1
Cyprus,CYP,Total,TOT,Nepal,NPL,5
Cyprus,CYP,Total,TOT,Netherlands,NLD,266
Cyprus,CYP,Total,TOT,New Caledonia,NCL,9
Cyprus,CYP,Total,TOT,New Zealand,NZL,302
Cyprus,CYP,Total,TOT,Nigeria,NGA,5
Cyprus,CYP,Total,TOT,Northern Mariana Islands,MNP,3
Cyprus,CYP,Total,TOT,Norway,NOR,107
Cyprus,CYP,Total,TOT,Oman,OMN,19
Cyprus,CYP,Total,TOT,Pakistan,PAK,7
Cyprus,CYP,Total,TOT,Palau,PLW,2
Cyprus,CYP,Total,TOT,Panama,PAN,19
Cyprus,CYP,Total,TOT,Peru,PER,7
Cyprus,CYP,Total,TOT,Poland,POL,47
Cyprus,CYP,Total,TOT,Puerto Rico,PRI,3
Cyprus,CYP,Total,TOT,Qatar,QAT,486
Cyprus,CYP,Total,TOT,Reunion,REU,50
Cyprus,CYP,Total,TOT,Samoa,WSM,1
Cyprus,CYP,Total,TOT,Saudi Arabia,SAU,163
Cyprus,CYP,Total,TOT,Senegal,SEN,5
Cyprus,CYP,Total,TOT,Serbia and Montenegro,SCG,321
Cyprus,CYP,Total,TOT,Singapore,SGP,389
Cyprus,CYP,Total,TOT,Slovak Republic,SVK,12
Cyprus,CYP,Total,TOT,South Africa,ZAF,2075
Cyprus,CYP,Total,TOT,Spain,ESP,117
Cyprus,CYP,Total,TOT,Sudan,SDN,18
Cyprus,CYP,Total,TOT,Swaziland,SWZ,5
Cyprus,CYP,Total,TOT,Sweden,SWE,448
Cyprus,CYP,Total,TOT,Switzerland,CHE,103
Cyprus,CYP,Total,TOT,Syrian Arab Republic,SYR,72
Cyprus,CYP,Total,TOT,Tanzania,TZA,3
Cyprus,CYP,Total,TOT,Togo,TGO,3
Cyprus,CYP,Total,TOT,Tonga,TON,4
Cyprus,CYP,Total,TOT,Tunisia,TUN,7
Cyprus,CYP,Total,TOT,Turkey,TUR,10384
Cyprus,CYP,Total,TOT,Uganda,UGA,2
Cyprus,CYP,Total,TOT,United Arab Emirates,ARE,254
Cyprus,CYP,Total,TOT,United Kingdom,GBR,79291
Cyprus,CYP,Total,TOT,United States,USA,12121
Cyprus,CYP,Total,TOT,Uruguay,URY,8
Cyprus,CYP,Total,TOT,"Venezuela, RB",VEN,13
Cyprus,CYP,Total,TOT,Vietnam,VNM,19
Cyprus,CYP,Total,TOT,Wallis and Futuna,WLF,1
Cyprus,CYP,Total,TOT,West Bank and Gaza,PSE,135
Cyprus,CYP,Total,TOT,"Yemen, Rep.",YEM,64
Cyprus,CYP,Total,TOT,Zambia,ZMB,20
Cyprus,CYP,Total,TOT,Zimbabwe,ZWE,130
Czech Republic,CZE,Total,TOT,Afghanistan,AFG,5
Czech Republic,CZE,Total,TOT,Albania,ALB,1
Czech Republic,CZE,Total,TOT,Algeria,DZA,14
Czech Republic,CZE,Total,TOT,Andorra,AND,14
Czech Republic,CZE,Total,TOT,Angola,AGO,13
Czech Republic,CZE,Total,TOT,Antigua and Barbuda,ATG,7
Czech Republic,CZE,Total,TOT,Argentina,ARG,1493
Czech Republic,CZE,Total,TOT,Armenia,ARM,64
Czech Republic,CZE,Total,TOT,Australia,AUS,6908
Czech Republic,CZE,Total,TOT,Austria,AUT,10316
Czech Republic,CZE,Total,TOT,"Bahamas, The",BHS,5
Czech Republic,CZE,Total,TOT,Bahrain,BHR,838
Czech Republic,CZE,Total,TOT,Bangladesh,BGD,17
Czech Republic,CZE,Total,TOT,Barbados,BRB,1
Czech Republic,CZE,Total,TOT,Belgium,BEL,760
Czech Republic,CZE,Total,TOT,Belize,BLZ,3
Czech Republic,CZE,Total,TOT,Benin,BEN,1
Czech Republic,CZE,Total,TOT,Bermuda,BMU,27
Czech Republic,CZE,Total,TOT,Bolivia,BOL,51
Czech Republic,CZE,Total,TOT,Bosnia and Herzegovina,BIH,786
Czech Republic,CZE,Total,TOT,Botswana,BWA,3
Czech Republic,CZE,Total,TOT,Brazil,BRA,1030
Czech Republic,CZE,Total,TOT,Bulgaria,BGR,874
Czech Republic,CZE,Total,TOT,Burkina Faso,BFA,12
Czech Republic,CZE,Total,TOT,Cambodia,KHM,27
Czech Republic,CZE,Total,TOT,Cameroon,CMR,62
Czech Republic,CZE,Total,TOT,Canada,CAN,23930
Czech Republic,CZE,Total,TOT,Cape Verde,CPV,2
Czech Republic,CZE,Total,TOT,Chad,TCD,8
Czech Republic,CZE,Total,TOT,Chile,CHL,144
Czech Republic,CZE,Total,TOT,China,CHN,10
Czech Republic,CZE,Total,TOT,Colombia,COL,65
Czech Republic,CZE,Total,TOT,Comoros,COM,1
Czech Republic,CZE,Total,TOT,"Congo, Dem. Rep.",COD,4
Czech Republic,CZE,Total,TOT,Cook Islands,COK,2
Czech Republic,CZE,Total,TOT,Costa Rica,CRI,76
Czech Republic,CZE,Total,TOT,Cote d'Ivoire,CIV,2
Czech Republic,CZE,Total,TOT,Croatia,HRV,1072
Czech Republic,CZE,Total,TOT,Cuba,CUB,198
Czech Republic,CZE,Total,TOT,Cyprus,CYP,307
Czech Republic,CZE,Total,TOT,Denmark,DNK,796
Czech Republic,CZE,Total,TOT,Djibouti,DJI,1
Czech Republic,CZE,Total,TOT,Dominican Republic,DOM,15
Czech Republic,CZE,Total,TOT,Ecuador,ECU,116
Czech Republic,CZE,Total,TOT,"Egypt, Arab Rep.",EGY,260
Czech Republic,CZE,Total,TOT,Estonia,EST,23
Czech Republic,CZE,Total,TOT,Faeroe Islands,FRO,5
Czech Republic,CZE,Total,TOT,Fiji,FJI,1
Czech Republic,CZE,Total,TOT,Finland,FIN,301
Czech Republic,CZE,Total,TOT,France,FRA,220766
Czech Republic,CZE,Total,TOT,French Guiana,GUF,19
Czech Republic,CZE,Total,TOT,French Polynesia,PYF,4
Czech Republic,CZE,Total,TOT,Germany,DEU,402366
Czech Republic,CZE,Total,TOT,Ghana,GHA,170
Czech Republic,CZE,Total,TOT,Gibraltar,GIB,14
Czech Republic,CZE,Total,TOT,Greece,GRC,651
Czech Republic,CZE,Total,TOT,Greenland,GRL,1
Czech Republic,CZE,Total,TOT,Guadeloupe,GLP,8
Czech Republic,CZE,Total,TOT,Guam,GUM,7
Czech Republic,CZE,Total,TOT,Guatemala,GTM,4
Czech Republic,CZE,Total,TOT,Guinea,GIN,1
Czech Republic,CZE,Total,TOT,Guinea-Bissau,GNB,4
Czech Republic,CZE,Total,TOT,Guyana,GUY,2
Czech Republic,CZE,Total,TOT,Honduras,HND,5
Czech Republic,CZE,Total,TOT,"Hong Kong SAR, China",HKG,106
Czech Republic,CZE,Total,TOT,Hungary,HUN,503
Czech Republic,CZE,Total,TOT,Iceland,ISL,64
Czech Republic,CZE,Total,TOT,India,IND,426
Czech Republic,CZE,Total,TOT,Indonesia,IDN,2
Czech Republic,CZE,Total,TOT,"Iran, Islamic Rep.",IRN,5
Czech Republic,CZE,Total,TOT,Ireland,IRL,1348
Czech Republic,CZE,Total,TOT,Israel,ISR,578
Czech Republic,CZE,Total,TOT,Italy,ITA,5693
Czech Republic,CZE,Total,TOT,Jamaica,JAM,2
Czech Republic,CZE,Total,TOT,Japan,JPN,13
Czech Republic,CZE,Total,TOT,Jordan,JOR,24
Czech Republic,CZE,Total,TOT,Kenya,KEN,3
Czech Republic,CZE,Total,TOT,Kiribati,KIR,2
Czech Republic,CZE,Total,TOT,Kuwait,KWT,102
Czech Republic,CZE,Total,TOT,Kyrgyz Republic,KGZ,55
Czech Republic,CZE,Total,TOT,Latvia,LVA,150
Czech Republic,CZE,Total,TOT,Lebanon,LBN,70
Czech Republic,CZE,Total,TOT,Libya,LBY,599
Czech Republic,CZE,Total,TOT,Liechtenstein,LIE,9
Czech Republic,CZE,Total,TOT,Lithuania,LTU,64
Czech Republic,CZE,Total,TOT,Luxembourg,LUX,259
Czech Republic,CZE,Total,TOT,"Macao SAR, China",MAC,2
Czech Republic,CZE,Total,TOT,"Macedonia, FYR",MKD,2796
Czech Republic,CZE,Total,TOT,Malawi,MWI,6
Czech Republic,CZE,Total,TOT,Malaysia,MYS,170
Czech Republic,CZE,Total,TOT,Martinique,MTQ,3
Czech Republic,CZE,Total,TOT,Mauritius,MUS,2
Czech Republic,CZE,Total,TOT,Mexico,MEX,227
Czech Republic,CZE,Total,TOT,Monaco,MCO,636
Czech Republic,CZE,Total,TOT,Morocco,MAR,1
Czech Republic,CZE,Total,TOT,Mozambique,MOZ,11
Czech Republic,CZE,Total,TOT,Namibia,NAM,12
Czech Republic,CZE,Total,TOT,Nepal,NPL,32
Czech Republic,CZE,Total,TOT,Netherlands,NLD,5263
Czech Republic,CZE,Total,TOT,Netherlands Antilles,ANT,4
Czech Republic,CZE,Total,TOT,New Caledonia,NCL,6
Czech Republic,CZE,Total,TOT,New Zealand,NZL,668
Czech Republic,CZE,Total,TOT,Nicaragua,NIC,11
Czech Republic,CZE,Total,TOT,Nigeria,NGA,8
Czech Republic,CZE,Total,TOT,Northern Mariana Islands,MNP,2
Czech Republic,CZE,Total,TOT,Norway,NOR,791
Czech Republic,CZE,Total,TOT,Oman,OMN,4
Czech Republic,CZE,Total,TOT,Pakistan,PAK,51
Czech Republic,CZE,Total,TOT,Palau,PLW,1
Czech Republic,CZE,Total,TOT,Panama,PAN,28
Czech Republic,CZE,Total,TOT,Papua New Guinea,PNG,1
Czech Republic,CZE,Total,TOT,Paraguay,PRY,35
Czech Republic,CZE,Total,TOT,Peru,PER,89
Czech Republic,CZE,Total,TOT,Philippines,PHL,40
Czech Republic,CZE,Total,TOT,Poland,POL,6765
Czech Republic,CZE,Total,TOT,Puerto Rico,PRI,20
Czech Republic,CZE,Total,TOT,Qatar,QAT,104
Czech Republic,CZE,Total,TOT,Reunion,REU,19
Czech Republic,CZE,Total,TOT,Romania,ROU,622
Czech Republic,CZE,Total,TOT,Russian Federation,RUS,3960
Czech Republic,CZE,Total,TOT,Saudi Arabia,SAU,68
Czech Republic,CZE,Total,TOT,Senegal,SEN,34
Czech Republic,CZE,Total,TOT,Serbia and Montenegro,SCG,6549
Czech Republic,CZE,Total,TOT,Seychelles,SYC,10
Czech Republic,CZE,Total,TOT,Sierra Leone,SLE,5
Czech Republic,CZE,Total,TOT,Singapore,SGP,53
Czech Republic,CZE,Total,TOT,Slovak Republic,SVK,74910
Czech Republic,CZE,Total,TOT,Slovenia,SVN,46
Czech Republic,CZE,Total,TOT,Somalia,SOM,1
Czech Republic,CZE,Total,TOT,South Africa,ZAF,843
Czech Republic,CZE,Total,TOT,Spain,ESP,1526
Czech Republic,CZE,Total,TOT,Sudan,SDN,44
Czech Republic,CZE,Total,TOT,Swaziland,SWZ,2
Czech Republic,CZE,Total,TOT,Sweden,SWE,4430
Czech Republic,CZE,Total,TOT,Switzerland,CHE,3833
Czech Republic,CZE,Total,TOT,Syrian Arab Republic,SYR,30
Czech Republic,CZE,Total,TOT,Tanzania,TZA,48
Czech Republic,CZE,Total,TOT,Thailand,THA,68
Czech Republic,CZE,Total,TOT,Togo,TGO,5
Czech Republic,CZE,Total,TOT,Tonga,TON,2
Czech Republic,CZE,Total,TOT,Trinidad and Tobago,TTO,1
Czech Republic,CZE,Total,TOT,Tunisia,TUN,17
Czech Republic,CZE,Total,TOT,Turkey,TUR,1028
Czech Republic,CZE,Total,TOT,Uganda,UGA,41
Czech Republic,CZE,Total,TOT,Ukraine,UKR,1921
Czech Republic,CZE,Total,TOT,United Arab Emirates,ARE,48
Czech Republic,CZE,Total,TOT,United Kingdom,GBR,1123
Czech Republic,CZE,Total,TOT,United States,USA,73623
Czech Republic,CZE,Total,TOT,Uruguay,URY,16
Czech Republic,CZE,Total,TOT,"Venezuela, RB",VEN,322
Czech Republic,CZE,Total,TOT,Vietnam,VNM,4
Czech Republic,CZE,Total,TOT,Virgin Islands (U.S.),VIR,1
Czech Republic,CZE,Total,TOT,West Bank and Gaza,PSE,209
Czech Republic,CZE,Total,TOT,"Yemen, Rep.",YEM,99
