Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,2000 [2000]
"Korea, Rep.",KOR,Total,TOT,Palau,PLW,141
"Korea, Rep.",KOR,Total,TOT,Panama,PAN,196
"Korea, Rep.",KOR,Total,TOT,Papua New Guinea,PNG,63
"Korea, Rep.",KOR,Total,TOT,Paraguay,PRY,2092
"Korea, Rep.",KOR,Total,TOT,Peru,PER,437
"Korea, Rep.",KOR,Total,TOT,Philippines,PHL,2237
"Korea, Rep.",KOR,Total,TOT,Poland,POL,40
"Korea, Rep.",KOR,Total,TOT,Puerto Rico,PRI,26
"Korea, Rep.",KOR,Total,TOT,Qatar,QAT,27
"Korea, Rep.",KOR,Total,TOT,Reunion,REU,4
"Korea, Rep.",KOR,Total,TOT,Russian Federation,RUS,2
"Korea, Rep.",KOR,Total,TOT,Rwanda,RWA,3
"Korea, Rep.",KOR,Total,TOT,Samoa,WSM,2
"Korea, Rep.",KOR,Total,TOT,Saudi Arabia,SAU,9
"Korea, Rep.",KOR,Total,TOT,Senegal,SEN,2
"Korea, Rep.",KOR,Total,TOT,Serbia and Montenegro,SCG,12
"Korea, Rep.",KOR,Total,TOT,Singapore,SGP,150
"Korea, Rep.",KOR,Total,TOT,Solomon Islands,SLB,57
"Korea, Rep.",KOR,Total,TOT,South Africa,ZAF,704
"Korea, Rep.",KOR,Total,TOT,Spain,ESP,1741
"Korea, Rep.",KOR,Total,TOT,Sri Lanka,LKA,6
"Korea, Rep.",KOR,Total,TOT,St. Lucia,LCA,1
"Korea, Rep.",KOR,Total,TOT,Sudan,SDN,14
"Korea, Rep.",KOR,Total,TOT,Suriname,SUR,2
"Korea, Rep.",KOR,Total,TOT,Swaziland,SWZ,2
"Korea, Rep.",KOR,Total,TOT,Sweden,SWE,9069
"Korea, Rep.",KOR,Total,TOT,Switzerland,CHE,1119
"Korea, Rep.",KOR,Total,TOT,Syrian Arab Republic,SYR,4
"Korea, Rep.",KOR,Total,TOT,"Taiwan, China",TWN,10916
"Korea, Rep.",KOR,Total,TOT,Tanzania,TZA,8
"Korea, Rep.",KOR,Total,TOT,Thailand,THA,1997
"Korea, Rep.",KOR,Total,TOT,Togo,TGO,54
"Korea, Rep.",KOR,Total,TOT,Tonga,TON,13
"Korea, Rep.",KOR,Total,TOT,Trinidad and Tobago,TTO,2
"Korea, Rep.",KOR,Total,TOT,Tunisia,TUN,9
"Korea, Rep.",KOR,Total,TOT,Turkey,TUR,512
"Korea, Rep.",KOR,Total,TOT,Uganda,UGA,15
"Korea, Rep.",KOR,Total,TOT,United Arab Emirates,ARE,12
"Korea, Rep.",KOR,Total,TOT,United Kingdom,GBR,10566
"Korea, Rep.",KOR,Total,TOT,United States,USA,896982
"Korea, Rep.",KOR,Total,TOT,Uruguay,URY,48
"Korea, Rep.",KOR,Total,TOT,Vanuatu,VUT,3
"Korea, Rep.",KOR,Total,TOT,"Venezuela, RB",VEN,237
"Korea, Rep.",KOR,Total,TOT,Vietnam,VNM,89
"Korea, Rep.",KOR,Total,TOT,Virgin Islands (U.S.),VIR,26
"Korea, Rep.",KOR,Total,TOT,Wallis and Futuna,WLF,1
"Korea, Rep.",KOR,Total,TOT,West Bank and Gaza,PSE,3
"Korea, Rep.",KOR,Total,TOT,"Yemen, Rep.",YEM,80
"Korea, Rep.",KOR,Total,TOT,Zambia,ZMB,9
"Korea, Rep.",KOR,Total,TOT,Zimbabwe,ZWE,29
Kuwait,KWT,Total,TOT,Afghanistan,AFG,80
Kuwait,KWT,Total,TOT,Algeria,DZA,10
Kuwait,KWT,Total,TOT,Australia,AUS,2400
Kuwait,KWT,Total,TOT,Austria,AUT,24
Kuwait,KWT,Total,TOT,Bahrain,BHR,21
Kuwait,KWT,Total,TOT,Bangladesh,BGD,40
Kuwait,KWT,Total,TOT,Belgium,BEL,4
Kuwait,KWT,Total,TOT,Benin,BEN,1
Kuwait,KWT,Total,TOT,Bermuda,BMU,2
Kuwait,KWT,Total,TOT,Bolivia,BOL,4
Kuwait,KWT,Total,TOT,Brazil,BRA,20
Kuwait,KWT,Total,TOT,Bulgaria,BGR,157
Kuwait,KWT,Total,TOT,Cambodia,KHM,2
Kuwait,KWT,Total,TOT,Cameroon,CMR,5
Kuwait,KWT,Total,TOT,Canada,CAN,9411
Kuwait,KWT,Total,TOT,Chad,TCD,4
Kuwait,KWT,Total,TOT,Chile,CHL,9
Kuwait,KWT,Total,TOT,China,CHN,31
Kuwait,KWT,Total,TOT,Colombia,COL,20
Kuwait,KWT,Total,TOT,"Congo, Dem. Rep.",COD,10
Kuwait,KWT,Total,TOT,Cyprus,CYP,107
Kuwait,KWT,Total,TOT,Czech Republic,CZE,55
Kuwait,KWT,Total,TOT,Denmark,DNK,1009
Kuwait,KWT,Total,TOT,Dominican Republic,DOM,4
Kuwait,KWT,Total,TOT,Ecuador,ECU,5
Kuwait,KWT,Total,TOT,"Egypt, Arab Rep.",EGY,2183
Kuwait,KWT,Total,TOT,Fiji,FJI,2
Kuwait,KWT,Total,TOT,Finland,FIN,69
Kuwait,KWT,Total,TOT,France,FRA,392
Kuwait,KWT,Total,TOT,Germany,DEU,267
Kuwait,KWT,Total,TOT,Ghana,GHA,3
Kuwait,KWT,Total,TOT,Greece,GRC,16
Kuwait,KWT,Total,TOT,Guam,GUM,2
Kuwait,KWT,Total,TOT,"Hong Kong SAR, China",HKG,325
Kuwait,KWT,Total,TOT,Hungary,HUN,9
Kuwait,KWT,Total,TOT,India,IND,7274
Kuwait,KWT,Total,TOT,Indonesia,IDN,63
Kuwait,KWT,Total,TOT,"Iran, Islamic Rep.",IRN,116
Kuwait,KWT,Total,TOT,Iraq,IRQ,8301
Kuwait,KWT,Total,TOT,Ireland,IRL,248
Kuwait,KWT,Total,TOT,Israel,ISR,1570
Kuwait,KWT,Total,TOT,Italy,ITA,107
Kuwait,KWT,Total,TOT,Japan,JPN,34
Kuwait,KWT,Total,TOT,Jordan,JOR,742
Kuwait,KWT,Total,TOT,Kenya,KEN,2
Kuwait,KWT,Total,TOT,"Korea, Dem. Rep.",PRK,3
Kuwait,KWT,Total,TOT,Kyrgyz Republic,KGZ,8
Kuwait,KWT,Total,TOT,Latvia,LVA,7
Kuwait,KWT,Total,TOT,Lebanon,LBN,5417
Kuwait,KWT,Total,TOT,Libya,LBY,778
Kuwait,KWT,Total,TOT,Lithuania,LTU,3
Kuwait,KWT,Total,TOT,Luxembourg,LUX,6
Kuwait,KWT,Total,TOT,"Macao SAR, China",MAC,2
Kuwait,KWT,Total,TOT,"Macedonia, FYR",MKD,4
Kuwait,KWT,Total,TOT,Malaysia,MYS,56
Kuwait,KWT,Total,TOT,Maldives,MDV,3
Kuwait,KWT,Total,TOT,Mauritania,MRT,35
Kuwait,KWT,Total,TOT,Mauritius,MUS,2
Kuwait,KWT,Total,TOT,Mexico,MEX,8
Kuwait,KWT,Total,TOT,Monaco,MCO,1
Kuwait,KWT,Total,TOT,Morocco,MAR,11
Kuwait,KWT,Total,TOT,Mozambique,MOZ,2
Kuwait,KWT,Total,TOT,Myanmar,MMR,1
Kuwait,KWT,Total,TOT,Nepal,NPL,19
Kuwait,KWT,Total,TOT,Netherlands,NLD,1404
Kuwait,KWT,Total,TOT,New Zealand,NZL,445
Kuwait,KWT,Total,TOT,Niger,NER,2
Kuwait,KWT,Total,TOT,Nigeria,NGA,31
Kuwait,KWT,Total,TOT,Northern Mariana Islands,MNP,2
Kuwait,KWT,Total,TOT,Norway,NOR,145
Kuwait,KWT,Total,TOT,Oman,OMN,4395
Kuwait,KWT,Total,TOT,Pakistan,PAK,352
Kuwait,KWT,Total,TOT,Panama,PAN,5
Kuwait,KWT,Total,TOT,Paraguay,PRY,3
Kuwait,KWT,Total,TOT,Peru,PER,3
Kuwait,KWT,Total,TOT,Philippines,PHL,59
Kuwait,KWT,Total,TOT,Poland,POL,146
Kuwait,KWT,Total,TOT,Qatar,QAT,8095
Kuwait,KWT,Total,TOT,Saudi Arabia,SAU,101301
Kuwait,KWT,Total,TOT,Singapore,SGP,98
Kuwait,KWT,Total,TOT,Slovak Republic,SVK,29
Kuwait,KWT,Total,TOT,South Africa,ZAF,39
Kuwait,KWT,Total,TOT,Spain,ESP,207
Kuwait,KWT,Total,TOT,Sri Lanka,LKA,2
Kuwait,KWT,Total,TOT,Sudan,SDN,25
Kuwait,KWT,Total,TOT,Sweden,SWE,800
Kuwait,KWT,Total,TOT,Switzerland,CHE,78
Kuwait,KWT,Total,TOT,Syrian Arab Republic,SYR,1403
Kuwait,KWT,Total,TOT,Tanzania,TZA,10
Kuwait,KWT,Total,TOT,Thailand,THA,143
Kuwait,KWT,Total,TOT,Togo,TGO,9
Kuwait,KWT,Total,TOT,Tunisia,TUN,1
Kuwait,KWT,Total,TOT,Turkey,TUR,330
Kuwait,KWT,Total,TOT,Uganda,UGA,1
Kuwait,KWT,Total,TOT,United Arab Emirates,ARE,11902
Kuwait,KWT,Total,TOT,United Kingdom,GBR,393
Kuwait,KWT,Total,TOT,United States,USA,22703
Kuwait,KWT,Total,TOT,Uruguay,URY,3
Kuwait,KWT,Total,TOT,"Venezuela, RB",VEN,61
Kuwait,KWT,Total,TOT,Vietnam,VNM,4
Kuwait,KWT,Total,TOT,West Bank and Gaza,PSE,156362
Kuwait,KWT,Total,TOT,"Yemen, Rep.",YEM,10424
Kuwait,KWT,Total,TOT,Zimbabwe,ZWE,2
Kyrgyz Republic,KGZ,Total,TOT,Armenia,ARM,2612
Kyrgyz Republic,KGZ,Total,TOT,Australia,AUS,100
Kyrgyz Republic,KGZ,Total,TOT,Austria,AUT,66
Kyrgyz Republic,KGZ,Total,TOT,Azerbaijan,AZE,648
Kyrgyz Republic,KGZ,Total,TOT,Bahrain,BHR,39
Kyrgyz Republic,KGZ,Total,TOT,Belarus,BLR,3349
Kyrgyz Republic,KGZ,Total,TOT,Belgium,BEL,4
Kyrgyz Republic,KGZ,Total,TOT,Benin,BEN,1
Kyrgyz Republic,KGZ,Total,TOT,Brazil,BRA,6
Kyrgyz Republic,KGZ,Total,TOT,Bulgaria,BGR,75
Kyrgyz Republic,KGZ,Total,TOT,Cambodia,KHM,1
Kyrgyz Republic,KGZ,Total,TOT,Canada,CAN,613
Kyrgyz Republic,KGZ,Total,TOT,China,CHN,247
Kyrgyz Republic,KGZ,Total,TOT,Colombia,COL,1
Kyrgyz Republic,KGZ,Total,TOT,"Congo, Dem. Rep.",COD,6
Kyrgyz Republic,KGZ,Total,TOT,"Congo, Rep.",COG,2
Kyrgyz Republic,KGZ,Total,TOT,Croatia,HRV,15
Kyrgyz Republic,KGZ,Total,TOT,Cyprus,CYP,13
Kyrgyz Republic,KGZ,Total,TOT,Czech Republic,CZE,153
Kyrgyz Republic,KGZ,Total,TOT,Denmark,DNK,4
Kyrgyz Republic,KGZ,Total,TOT,Estonia,EST,570
Kyrgyz Republic,KGZ,Total,TOT,Finland,FIN,8
Kyrgyz Republic,KGZ,Total,TOT,France,FRA,88
Kyrgyz Republic,KGZ,Total,TOT,Georgia,GEO,932
Kyrgyz Republic,KGZ,Total,TOT,Germany,DEU,560
Kyrgyz Republic,KGZ,Total,TOT,Ghana,GHA,6
Kyrgyz Republic,KGZ,Total,TOT,Greece,GRC,44
Kyrgyz Republic,KGZ,Total,TOT,"Hong Kong SAR, China",HKG,2824
Kyrgyz Republic,KGZ,Total,TOT,Hungary,HUN,21
Kyrgyz Republic,KGZ,Total,TOT,Indonesia,IDN,13
Kyrgyz Republic,KGZ,Total,TOT,"Iran, Islamic Rep.",IRN,2
Kyrgyz Republic,KGZ,Total,TOT,Iraq,IRQ,2
Kyrgyz Republic,KGZ,Total,TOT,Ireland,IRL,13
Kyrgyz Republic,KGZ,Total,TOT,Israel,ISR,23524
Kyrgyz Republic,KGZ,Total,TOT,Italy,ITA,80
Kyrgyz Republic,KGZ,Total,TOT,Japan,JPN,9
Kyrgyz Republic,KGZ,Total,TOT,Jordan,JOR,10
Kyrgyz Republic,KGZ,Total,TOT,Kazakhstan,KAZ,73813
Kyrgyz Republic,KGZ,Total,TOT,"Korea, Dem. Rep.",PRK,22
Kyrgyz Republic,KGZ,Total,TOT,Kuwait,KWT,99
Kyrgyz Republic,KGZ,Total,TOT,Lao PDR,LAO,1
Kyrgyz Republic,KGZ,Total,TOT,Latvia,LVA,1221
Kyrgyz Republic,KGZ,Total,TOT,Lebanon,LBN,619
Kyrgyz Republic,KGZ,Total,TOT,Libya,LBY,5
Kyrgyz Republic,KGZ,Total,TOT,Lithuania,LTU,608
Kyrgyz Republic,KGZ,Total,TOT,"Macao SAR, China",MAC,21
Kyrgyz Republic,KGZ,Total,TOT,Malta,MLT,1
Kyrgyz Republic,KGZ,Total,TOT,Mauritius,MUS,2
Kyrgyz Republic,KGZ,Total,TOT,Mexico,MEX,22
Kyrgyz Republic,KGZ,Total,TOT,Moldova,MDA,1514
Kyrgyz Republic,KGZ,Total,TOT,Mozambique,MOZ,3
Kyrgyz Republic,KGZ,Total,TOT,Myanmar,MMR,4
Kyrgyz Republic,KGZ,Total,TOT,Netherlands,NLD,15
Kyrgyz Republic,KGZ,Total,TOT,New Zealand,NZL,12
Kyrgyz Republic,KGZ,Total,TOT,Niger,NER,1
Kyrgyz Republic,KGZ,Total,TOT,Nigeria,NGA,26
Kyrgyz Republic,KGZ,Total,TOT,Norway,NOR,7
Kyrgyz Republic,KGZ,Total,TOT,Oman,OMN,1
Kyrgyz Republic,KGZ,Total,TOT,Pakistan,PAK,1
Kyrgyz Republic,KGZ,Total,TOT,Paraguay,PRY,1
Kyrgyz Republic,KGZ,Total,TOT,Philippines,PHL,27
Kyrgyz Republic,KGZ,Total,TOT,Poland,POL,93
Kyrgyz Republic,KGZ,Total,TOT,Puerto Rico,PRI,1
Kyrgyz Republic,KGZ,Total,TOT,Qatar,QAT,925
Kyrgyz Republic,KGZ,Total,TOT,Romania,ROU,5
Kyrgyz Republic,KGZ,Total,TOT,Russian Federation,RUS,463521
Kyrgyz Republic,KGZ,Total,TOT,Saudi Arabia,SAU,24
Kyrgyz Republic,KGZ,Total,TOT,Slovak Republic,SVK,10
Kyrgyz Republic,KGZ,Total,TOT,Slovenia,SVN,16
Kyrgyz Republic,KGZ,Total,TOT,South Africa,ZAF,17
Kyrgyz Republic,KGZ,Total,TOT,Spain,ESP,36
Kyrgyz Republic,KGZ,Total,TOT,Sweden,SWE,60
Kyrgyz Republic,KGZ,Total,TOT,Switzerland,CHE,62
Kyrgyz Republic,KGZ,Total,TOT,Syrian Arab Republic,SYR,11
Kyrgyz Republic,KGZ,Total,TOT,Tajikistan,TJK,11227
Kyrgyz Republic,KGZ,Total,TOT,Thailand,THA,475
Kyrgyz Republic,KGZ,Total,TOT,Togo,TGO,8
Kyrgyz Republic,KGZ,Total,TOT,Turkey,TUR,1765
Kyrgyz Republic,KGZ,Total,TOT,Turkmenistan,TKM,2753
Kyrgyz Republic,KGZ,Total,TOT,Ukraine,UKR,29476
Kyrgyz Republic,KGZ,Total,TOT,United Arab Emirates,ARE,30
Kyrgyz Republic,KGZ,Total,TOT,United States,USA,325
Kyrgyz Republic,KGZ,Total,TOT,Uzbekistan,UZB,64926
Kyrgyz Republic,KGZ,Total,TOT,"Venezuela, RB",VEN,3
Kyrgyz Republic,KGZ,Total,TOT,Vietnam,VNM,5
Kyrgyz Republic,KGZ,Total,TOT,West Bank and Gaza,PSE,171
Kyrgyz Republic,KGZ,Total,TOT,"Yemen, Rep.",YEM,4306
Kyrgyz Republic,KGZ,Total,TOT,Zambia,ZMB,2
Kyrgyz Republic,KGZ,Total,TOT,Zimbabwe,ZWE,7
Lao PDR,LAO,Total,TOT,Afghanistan,AFG,1
Lao PDR,LAO,Total,TOT,Andorra,AND,13
Lao PDR,LAO,Total,TOT,Argentina,ARG,552
Lao PDR,LAO,Total,TOT,Australia,AUS,9429
Lao PDR,LAO,Total,TOT,Austria,AUT,42
Lao PDR,LAO,Total,TOT,Bangladesh,BGD,50
Lao PDR,LAO,Total,TOT,Belgium,BEL,462
Lao PDR,LAO,Total,TOT,Bermuda,BMU,19
Lao PDR,LAO,Total,TOT,Bolivia,BOL,5
Lao PDR,LAO,Total,TOT,Bosnia and Herzegovina,BIH,4
Lao PDR,LAO,Total,TOT,Botswana,BWA,9
Lao PDR,LAO,Total,TOT,Brazil,BRA,175
Lao PDR,LAO,Total,TOT,Bulgaria,BGR,2
Lao PDR,LAO,Total,TOT,Cambodia,KHM,868
Lao PDR,LAO,Total,TOT,Canada,CAN,13968
Lao PDR,LAO,Total,TOT,Chad,TCD,2
Lao PDR,LAO,Total,TOT,China,CHN,169
Lao PDR,LAO,Total,TOT,Colombia,COL,8
Lao PDR,LAO,Total,TOT,"Congo, Dem. Rep.",COD,17
Lao PDR,LAO,Total,TOT,Cook Islands,COK,1
Lao PDR,LAO,Total,TOT,Costa Rica,CRI,3
Lao PDR,LAO,Total,TOT,Cyprus,CYP,3
Lao PDR,LAO,Total,TOT,Czech Republic,CZE,9
Lao PDR,LAO,Total,TOT,Denmark,DNK,26
Lao PDR,LAO,Total,TOT,Dominican Republic,DOM,30
Lao PDR,LAO,Total,TOT,Ecuador,ECU,3
Lao PDR,LAO,Total,TOT,"Egypt, Arab Rep.",EGY,25
Lao PDR,LAO,Total,TOT,Fiji,FJI,15
Lao PDR,LAO,Total,TOT,Finland,FIN,7
Lao PDR,LAO,Total,TOT,France,FRA,6304
Lao PDR,LAO,Total,TOT,French Polynesia,PYF,17
Lao PDR,LAO,Total,TOT,Gabon,GAB,1
Lao PDR,LAO,Total,TOT,Germany,DEU,34298
Lao PDR,LAO,Total,TOT,Ghana,GHA,23
Lao PDR,LAO,Total,TOT,Greece,GRC,3
Lao PDR,LAO,Total,TOT,Greenland,GRL,1
Lao PDR,LAO,Total,TOT,Guam,GUM,14
Lao PDR,LAO,Total,TOT,"Hong Kong SAR, China",HKG,61
Lao PDR,LAO,Total,TOT,Hungary,HUN,3
Lao PDR,LAO,Total,TOT,India,IND,4
Lao PDR,LAO,Total,TOT,Indonesia,IDN,1342
Lao PDR,LAO,Total,TOT,Ireland,IRL,30
Lao PDR,LAO,Total,TOT,Italy,ITA,180
Lao PDR,LAO,Total,TOT,Jamaica,JAM,3
Lao PDR,LAO,Total,TOT,Japan,JPN,1846
Lao PDR,LAO,Total,TOT,Jordan,JOR,11
Lao PDR,LAO,Total,TOT,Kenya,KEN,2
Lao PDR,LAO,Total,TOT,Kiribati,KIR,1
Lao PDR,LAO,Total,TOT,"Korea, Dem. Rep.",PRK,15
Lao PDR,LAO,Total,TOT,Kyrgyz Republic,KGZ,6
Lao PDR,LAO,Total,TOT,Libya,LBY,69
Lao PDR,LAO,Total,TOT,Liechtenstein,LIE,4
Lao PDR,LAO,Total,TOT,Luxembourg,LUX,19
Lao PDR,LAO,Total,TOT,"Macao SAR, China",MAC,21
Lao PDR,LAO,Total,TOT,"Macedonia, FYR",MKD,60
Lao PDR,LAO,Total,TOT,Madagascar,MDG,1
Lao PDR,LAO,Total,TOT,Malaysia,MYS,88
Lao PDR,LAO,Total,TOT,Mauritius,MUS,1
Lao PDR,LAO,Total,TOT,Mexico,MEX,1
Lao PDR,LAO,Total,TOT,"Micronesia, Fed. Sts.",FSM,1
Lao PDR,LAO,Total,TOT,Monaco,MCO,18
Lao PDR,LAO,Total,TOT,Mozambique,MOZ,2
Lao PDR,LAO,Total,TOT,Myanmar,MMR,427
Lao PDR,LAO,Total,TOT,Nepal,NPL,119
Lao PDR,LAO,Total,TOT,Netherlands,NLD,119
Lao PDR,LAO,Total,TOT,New Caledonia,NCL,123
Lao PDR,LAO,Total,TOT,New Zealand,NZL,1004
Lao PDR,LAO,Total,TOT,Nigeria,NGA,7
Lao PDR,LAO,Total,TOT,Northern Mariana Islands,MNP,15
Lao PDR,LAO,Total,TOT,Norway,NOR,51
Lao PDR,LAO,Total,TOT,Pakistan,PAK,49
Lao PDR,LAO,Total,TOT,Palau,PLW,4
Lao PDR,LAO,Total,TOT,Panama,PAN,1
Lao PDR,LAO,Total,TOT,Papua New Guinea,PNG,5
Lao PDR,LAO,Total,TOT,Paraguay,PRY,30
Lao PDR,LAO,Total,TOT,Peru,PER,2
Lao PDR,LAO,Total,TOT,Philippines,PHL,1869
Lao PDR,LAO,Total,TOT,Poland,POL,32
Lao PDR,LAO,Total,TOT,Puerto Rico,PRI,1
Lao PDR,LAO,Total,TOT,Rwanda,RWA,6
Lao PDR,LAO,Total,TOT,Serbia and Montenegro,SCG,12
Lao PDR,LAO,Total,TOT,Singapore,SGP,28
Lao PDR,LAO,Total,TOT,Slovak Republic,SVK,3
Lao PDR,LAO,Total,TOT,South Africa,ZAF,15
Lao PDR,LAO,Total,TOT,Spain,ESP,134
Lao PDR,LAO,Total,TOT,Sudan,SDN,18
Lao PDR,LAO,Total,TOT,Sweden,SWE,358
Lao PDR,LAO,Total,TOT,Switzerland,CHE,393
Lao PDR,LAO,Total,TOT,"Taiwan, China",TWN,451
Lao PDR,LAO,Total,TOT,Tanzania,TZA,15
Lao PDR,LAO,Total,TOT,Thailand,THA,46108
Lao PDR,LAO,Total,TOT,Togo,TGO,2
Lao PDR,LAO,Total,TOT,Tonga,TON,4
Lao PDR,LAO,Total,TOT,Tunisia,TUN,8
Lao PDR,LAO,Total,TOT,Turkey,TUR,2
Lao PDR,LAO,Total,TOT,Uganda,UGA,1
Lao PDR,LAO,Total,TOT,United Kingdom,GBR,12
Lao PDR,LAO,Total,TOT,United States,USA,213399
Lao PDR,LAO,Total,TOT,Uruguay,URY,4
Lao PDR,LAO,Total,TOT,"Venezuela, RB",VEN,2
Lao PDR,LAO,Total,TOT,Vietnam,VNM,509
Latvia,LVA,Total,TOT,Albania,ALB,4
Latvia,LVA,Total,TOT,American Samoa,ASM,1
Latvia,LVA,Total,TOT,Angola,AGO,5
Latvia,LVA,Total,TOT,Argentina,ARG,41
Latvia,LVA,Total,TOT,Armenia,ARM,1139
Latvia,LVA,Total,TOT,Australia,AUS,6627
Latvia,LVA,Total,TOT,Austria,AUT,215
Latvia,LVA,Total,TOT,Azerbaijan,AZE,398
Latvia,LVA,Total,TOT,Belarus,BLR,7335
Latvia,LVA,Total,TOT,Belgium,BEL,151
Latvia,LVA,Total,TOT,Bermuda,BMU,15
Latvia,LVA,Total,TOT,Bolivia,BOL,4
Latvia,LVA,Total,TOT,Bosnia and Herzegovina,BIH,23
Latvia,LVA,Total,TOT,Brazil,BRA,6
Latvia,LVA,Total,TOT,Bulgaria,BGR,110
Latvia,LVA,Total,TOT,Canada,CAN,7836
Latvia,LVA,Total,TOT,Chile,CHL,34
Latvia,LVA,Total,TOT,China,CHN,3
Latvia,LVA,Total,TOT,Colombia,COL,16
Latvia,LVA,Total,TOT,Cook Islands,COK,3
Latvia,LVA,Total,TOT,Costa Rica,CRI,1
Latvia,LVA,Total,TOT,Croatia,HRV,237
Latvia,LVA,Total,TOT,Cyprus,CYP,75
Latvia,LVA,Total,TOT,Czech Republic,CZE,133
Latvia,LVA,Total,TOT,Denmark,DNK,992
Latvia,LVA,Total,TOT,Dominican Republic,DOM,18
Latvia,LVA,Total,TOT,Ecuador,ECU,6
Latvia,LVA,Total,TOT,"Egypt, Arab Rep.",EGY,1
Latvia,LVA,Total,TOT,Estonia,EST,4326
Latvia,LVA,Total,TOT,Faeroe Islands,FRO,3
Latvia,LVA,Total,TOT,Falkland Islands (Malvinas),FLK,1
Latvia,LVA,Total,TOT,Fiji,FJI,2
Latvia,LVA,Total,TOT,Finland,FIN,1125
Latvia,LVA,Total,TOT,France,FRA,13193
Latvia,LVA,Total,TOT,French Guiana,GUF,1
Latvia,LVA,Total,TOT,French Polynesia,PYF,6
Latvia,LVA,Total,TOT,Georgia,GEO,566
Latvia,LVA,Total,TOT,Germany,DEU,56469
Latvia,LVA,Total,TOT,Ghana,GHA,1
Latvia,LVA,Total,TOT,Greece,GRC,36
Latvia,LVA,Total,TOT,Guam,GUM,10
Latvia,LVA,Total,TOT,"Hong Kong SAR, China",HKG,34
Latvia,LVA,Total,TOT,Hungary,HUN,772
Latvia,LVA,Total,TOT,Iceland,ISL,38
Latvia,LVA,Total,TOT,India,IND,6
Latvia,LVA,Total,TOT,Ireland,IRL,2689
Latvia,LVA,Total,TOT,Israel,ISR,685
Latvia,LVA,Total,TOT,Italy,ITA,638
Latvia,LVA,Total,TOT,Kazakhstan,KAZ,4158
Latvia,LVA,Total,TOT,Kiribati,KIR,4
Latvia,LVA,Total,TOT,Kyrgyz Republic,KGZ,270
Latvia,LVA,Total,TOT,Lebanon,LBN,18
Latvia,LVA,Total,TOT,Liechtenstein,LIE,2
Latvia,LVA,Total,TOT,Lithuania,LTU,8361
Latvia,LVA,Total,TOT,Luxembourg,LUX,15
Latvia,LVA,Total,TOT,"Macedonia, FYR",MKD,123
Latvia,LVA,Total,TOT,Malawi,MWI,2
Latvia,LVA,Total,TOT,Malaysia,MYS,2
Latvia,LVA,Total,TOT,Mexico,MEX,19
Latvia,LVA,Total,TOT,Moldova,MDA,840
Latvia,LVA,Total,TOT,Monaco,MCO,38
Latvia,LVA,Total,TOT,Mozambique,MOZ,1
Latvia,LVA,Total,TOT,Namibia,NAM,1
Latvia,LVA,Total,TOT,Naura,NRU,1
Latvia,LVA,Total,TOT,Netherlands,NLD,308
Latvia,LVA,Total,TOT,New Caledonia,NCL,8
Latvia,LVA,Total,TOT,New Zealand,NZL,256
Latvia,LVA,Total,TOT,Nigeria,NGA,2
Latvia,LVA,Total,TOT,Northern Mariana Islands,MNP,2
Latvia,LVA,Total,TOT,Norway,NOR,360
Latvia,LVA,Total,TOT,Palau,PLW,2
Latvia,LVA,Total,TOT,Panama,PAN,6
Latvia,LVA,Total,TOT,Papua New Guinea,PNG,3
Latvia,LVA,Total,TOT,Paraguay,PRY,1
Latvia,LVA,Total,TOT,Peru,PER,10
Latvia,LVA,Total,TOT,Poland,POL,2563
Latvia,LVA,Total,TOT,Portugal,PRT,437
Latvia,LVA,Total,TOT,Qatar,QAT,27
Latvia,LVA,Total,TOT,Reunion,REU,7
Latvia,LVA,Total,TOT,Romania,ROU,183
Latvia,LVA,Total,TOT,Russian Federation,RUS,102518
Latvia,LVA,Total,TOT,Samoa,WSM,1
Latvia,LVA,Total,TOT,San Marino,SMR,2
Latvia,LVA,Total,TOT,Serbia and Montenegro,SCG,146
Latvia,LVA,Total,TOT,Slovak Republic,SVK,14
Latvia,LVA,Total,TOT,Slovenia,SVN,46
Latvia,LVA,Total,TOT,South Africa,ZAF,291
Latvia,LVA,Total,TOT,Spain,ESP,423
Latvia,LVA,Total,TOT,Sweden,SWE,3032
Latvia,LVA,Total,TOT,Switzerland,CHE,381
Latvia,LVA,Total,TOT,Tajikistan,TJK,669
Latvia,LVA,Total,TOT,Togo,TGO,1
Latvia,LVA,Total,TOT,Tonga,TON,3
Latvia,LVA,Total,TOT,Turkey,TUR,51
Latvia,LVA,Total,TOT,Turkmenistan,TKM,707
Latvia,LVA,Total,TOT,Ukraine,UKR,34354
Latvia,LVA,Total,TOT,United Kingdom,GBR,67
Latvia,LVA,Total,TOT,United States,USA,69779
Latvia,LVA,Total,TOT,Uruguay,URY,148
Latvia,LVA,Total,TOT,Uzbekistan,UZB,2476
Latvia,LVA,Total,TOT,"Venezuela, RB",VEN,120
Latvia,LVA,Total,TOT,West Bank and Gaza,PSE,5
Latvia,LVA,Total,TOT,"Yemen, Rep.",YEM,2
Latvia,LVA,Total,TOT,Zambia,ZMB,3
Latvia,LVA,Total,TOT,Zimbabwe,ZWE,64
Lebanon,LBN,Total,TOT,Afghanistan,AFG,3
Lebanon,LBN,Total,TOT,Albania,ALB,10
Lebanon,LBN,Total,TOT,Algeria,DZA,36
